Geneid	groups	description
PBANKA_0505500	14	apicoplast integral membrane protein, putative
PBANKA_0508700	14	conserved Plasmodium protein, unknown function
PBANKA_0509400	14	ATP synthase mitochondrial F1 complex assembly factor 2, putative
PBANKA_0510400	14	conserved protein, unknown function
PBANKA_0512300	14	RING zinc finger protein, putative
PBANKA_0512400	14	rRNA-processing protein EBP2, putative
PBANKA_0513200	14	WD repeat-containing protein, putative
PBANKA_0513300	14	conserved protein, unknown function
PBANKA_0515800	14	ribosome maturation factor RimM, putative
PBANKA_0522800	14	40S ribosomal protein S19, putative
PBANKA_0601800	14	DNA/RNA-binding protein, putative
PBANKA_0604000	14	conserved Plasmodium protein, unknown function
PBANKA_0608000	14	porphobilinogen deaminase
PBANKA_0612500	14	mediator of RNA polymerase II transcription subunit 8, putative
PBANKA_0613900	14	PDCD2 domain-containing protein, putative
PBANKA_0615100	14	queuine tRNA-ribosyltransferase, putative
PBANKA_0616600	14	ATP synthase F0 subunit a-like protein, putative
PBANKA_0616800	14	actin-related protein, putative
PBANKA_0617600	14	pre-rRNA-processing protein ESF2, putative
PBANKA_0617700	14	conserved protein, unknown function
PBANKA_0619400	14	V-type ATPase V0 subunit e, putative
PBANKA_0619900	14	Obg-like ATPase 1, putative
PBANKA_0702600	14	conserved Plasmodium protein, unknown function
PBANKA_0703400	14	conserved Plasmodium protein, unknown function
PBANKA_0709700	14	protein kinase 1
PBANKA_0709800	14	conserved Plasmodium protein, unknown function
PBANKA_0710300	14	protein transport protein YIF1, putative
PBANKA_0710700	14	RNA-binding protein, putative
PBANKA_0710900	14	U6 snRNA-associated Sm-like protein LSm3, putative
PBANKA_0711100	14	conserved Plasmodium protein, unknown function
PBANKA_0712000	14	U3 small nucleolar ribonucleoprotein protein IMP4, putative
PBANKA_0712700	14	zinc finger protein, putative
PBANKA_0713100	14	rhoptry neck protein 5
PBANKA_0714700	14	phosphopantothenoylcysteine decarboxylase, putative
PBANKA_0714800	14	ribosome assembly protein RRB1, putative
PBANKA_0717700	14	conserved Plasmodium protein, unknown function
PBANKA_0719600	14	memo-like protein
PBANKA_0805300	14	conserved Plasmodium protein, unknown function
PBANKA_0808420	14	tubulin-specific chaperone, putative
PBANKA_0809200	14	ribosomal protein L35, apicoplast, putative
PBANKA_0820400	14	major facilitator superfamily domain-containing protein, putative
PBANKA_0820600	14	pyridoxal phosphate homeostasis protein, putative
PBANKA_0821000	14	chaperone, putative
PBANKA_0825000	14	conserved Plasmodium protein, unknown function
PBANKA_0834500	14	conserved Plasmodium protein, unknown function
PBANKA_0834800	14	histidine--tRNA ligase, putative
PBANKA_0834900	14	TFIIH basal transcription factor complex helicase XPD subunit, putative
PBANKA_0835800	14	U2 small nuclear ribonucleoprotein B'', putative
PBANKA_0836941	14	fam-b protein
PBANKA_0906300	14	methyltransferase, putative
PBANKA_0906800	14	conserved Plasmodium protein, unknown function
PBANKA_0912800	14	conserved Plasmodium protein, unknown function
PBANKA_0912900	14	conserved Plasmodium protein, unknown function
PBANKA_0917000	14	conserved Plasmodium protein, unknown function
PBANKA_0917700	14	methyltransferase, putative
PBANKA_0917990	14	small nucleolar RNA snoR13
PBANKA_0918100	14	60S ribosomal protein L38, putative
PBANKA_0922800	14	small nuclear ribonucleoprotein Sm D1, putative
PBANKA_0923000	14	DNA-directed RNA polymerase, putative
PBANKA_0923500	14	ribosome biogenesis regulatory protein, putative
PBANKA_0923900	14	U6 snRNA-associated Sm-like protein LSm1, putative
PBANKA_0924400	14	13 kDa ribonucleoprotein-associated protein, putative
PBANKA_0927100	14	conserved protein, unknown function
PBANKA_0928000	14	conserved Plasmodium protein, unknown function
PBANKA_0929100	14	acyl-CoA-binding protein, putative
PBANKA_0939400	14	prefoldin, putative
PBANKA_0940400	14	conserved Plasmodium protein, unknown function
PBANKA_0942100	14	metabolite/drug transporter, putative
PBANKA_1002200	14	6-cysteine protein P52
PBANKA_1004900	14	transcription factor, putative
PBANKA_1006700	14	U4/U6 small nuclear ribonucleoprotein PRP31, putative
PBANKA_1006800	14	protein SOF1, putative
PBANKA_1012100	14	HP12 protein homolog, putative
PBANKA_1012900	14	SNARE protein, putative
PBANKA_1013500	14	large subunit GTPase 1, putative
PBANKA_1014700	14	conserved protein, unknown function
PBANKA_1015700	14	protein archease, putative
PBANKA_1019360	14	small nucleolar RNA snoR29
PBANKA_1019600	14	vacuolar protein sorting-associated protein 3, putative
PBANKA_1020900	14	ERAD-associated E3 ubiquitin-protein ligase HRD1, putative
PBANKA_1021900	14	DNA-directed RNA polymerase III subunit RPC6, putative
PBANKA_1027500	14	DNA-directed RNA polymerases I and III subunit RPAC2, putative
PBANKA_1028800	14	DnaJ protein, putative
PBANKA_1037400	14	cysteine-rich small secreted protein CSS, putative
PBANKA_1104800	14	actin-like protein, putative
PBANKA_1105900	14	conserved protein, unknown function
PBANKA_1111900	14	CDK-activating kinase assembly factor MAT1, putative
PBANKA_1114500	14	conserved Plasmodium protein, unknown function
PBANKA_1116100	14	conserved protein, unknown function
PBANKA_1116800	14	BFR1 domain-containing protein, putative
PBANKA_1117600	14	LMBR1 domain-containing protein, putative
PBANKA_1118200	14	conserved protein, unknown function
PBANKA_1118300	14	conserved Plasmodium protein, unknown function
PBANKA_1120700	14	nascent polypeptide-associated complex subunit alpha, putative
PBANKA_1123100	14	SURP domain-containing protein, putative
PBANKA_1129500	14	bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative
PBANKA_1130100	14	RNA polymerase II transcription factor B subunit 4, putative
PBANKA_1131200	14	60S ribosomal protein L7-2, putative
PBANKA_1201900	14	40S ribosomal protein S20e, putative
PBANKA_1203450	14	conserved Plasmodium protein, unknown function
PBANKA_1216000	14	iron-sulfur assembly protein, putative
PBANKA_1220300	14	prodrug activation and resistance esterase, putative
PBANKA_1222300	14	coatomer subunit epsilon, putative
PBANKA_1224000	14	conserved Plasmodium protein, unknown function
PBANKA_1227300	14	conserved Plasmodium protein, unknown function
PBANKA_1229100	14	pre-mRNA-splicing factor CWF7, putative
PBANKA_1230600	14	conserved oligomeric Golgi complex subunit 4, putative
PBANKA_1234100	14	protoheme IX farnesyltransferase, putative
PBANKA_1241400	14	conserved Plasmodium protein, unknown function
PBANKA_1311800	14	U3 small nucleolar RNA-associated protein 12, putative
PBANKA_1312400	14	HSP20-like chaperone, putative
PBANKA_1330100	14	60S ribosome subunit biogenesis protein NIP7, putative
PBANKA_1330800	14	DNA/RNA-binding protein KIN17, putative
PBANKA_1337800	14	palmitoyltransferase DHHC5
PBANKA_1338300	14	60S ribosomal protein L6, putative
PBANKA_1339100	14	protein BCP1, putative
PBANKA_1340800	14	conserved Plasmodium protein, unknown function
PBANKA_1341900	14	conserved Apicomplexan protein, unknown function
PBANKA_1345100	14	conserved Plasmodium protein, unknown function
PBANKA_1346700	14	60S ribosomal protein L23, putative
PBANKA_1347300	14	SAM-dependent RNA methyltransferase, putative
PBANKA_1347500	14	ATP-dependent RNA helicase DBP8, putative
PBANKA_1349500	14	conserved Plasmodium protein, unknown function
PBANKA_1352800	14	cytochrome c oxidase subunit ApiCOX14, putative
PBANKA_1353000	14	conserved Plasmodium protein, unknown function
PBANKA_1355800	14	DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative
PBANKA_1361700	14	conserved Plasmodium protein, unknown function
PBANKA_1362200	14	cytidine and deoxycytidylate deaminase, putative
PBANKA_1362600	14	GPN-loop GTPase, putative
PBANKA_1414000	14	conserved protein, unknown function
PBANKA_1440300	14	rRNA-processing protein, putative
PBANKA_1447600	14	nucleotidyltransferase, putative
PBANKA_1447700	14	elongation factor G, putative
PBANKA_1447800	14	conserved protein, unknown function
PBANKA_1448100	14	conserved Plasmodium protein, unknown function
PBANKA_1449200	14	protein TOC75, putative
PBANKA_1456300	14	mitochondrial import inner membrane translocase subunit TIM13, putative
PBANKA_1461000	14	methyltransferase, putative
PBANKA_1461100	14	pre-mRNA-splicing factor RBM22, putative
PBANKA_1461900	14	conserved Plasmodium protein, unknown function
PBANKA_1462300	14	conserved Plasmodium protein, unknown function
PBANKA_1462900	14	rRNA-processing protein FCF2, putative
PBANKA_0202700	15	kinesin-8B
PBANKA_0206700	15	conserved Plasmodium protein, unknown function
PBANKA_0302900	15	MORN repeat protein, putative
PBANKA_0303000	15	conserved Plasmodium protein, unknown function
PBANKA_0304900	15	serine repeat antigen 3
PBANKA_0305100	15	serine repeat antigen 1
PBANKA_0306100	15	6-cysteine protein P230
PBANKA_0311800	15	acyl-CoA synthetase, putative
PBANKA_0317181	15	PIR protein
PBANKA_0400500	15	PIR protein
PBANKA_0400600	15	PIR protein
PBANKA_0406200	15	conserved Plasmodium protein, unknown function
PBANKA_0406300	15	DNA polymerase delta small subunit, putative
PBANKA_0413400	15	zinc finger protein, putative
PBANKA_0416100	15	dynein heavy chain, putative
PBANKA_0507800	15	conserved protein, unknown function
PBANKA_0507900	15	conserved Plasmodium protein, unknown function
PBANKA_0510600	15	cell division cycle protein 20 homolog
PBANKA_0519100	15	conserved Plasmodium protein, unknown function
PBANKA_0519200	15	conserved Plasmodium protein, unknown function
PBANKA_0522700	15	alpha tubulin 2
PBANKA_0600031	15	PIR protein
PBANKA_0600086	15	PIR protein
PBANKA_0600900	15	conserved protein, unknown function
PBANKA_0602900	15	conserved Plasmodium protein, unknown function
PBANKA_0610700	15	conserved Plasmodium protein, unknown function
PBANKA_0622000	15	conserved Plasmodium protein, unknown function
PBANKA_0700061	15	PIR protein
PBANKA_0705500	15	ankyrin-repeat protein, putative
PBANKA_0712100	15	DNA helicase, putative
PBANKA_0716500	15	RNA-binding protein, putative
PBANKA_0800200	15	fam-a protein, pseudogene
PBANKA_0801500	15	conserved Plasmodium protein, unknown function
PBANKA_0805600	15	EKC/KEOPS complex subunit BUD32, putative
PBANKA_0806800	15	coiled-coil domain-containing protein CCDC148/CCDC112, putative
PBANKA_0824600	15	conserved protein, unknown function
PBANKA_0824700	15	thioredoxin reductase, putative
PBANKA_0825800	15	conserved Plasmodium protein, unknown function
PBANKA_0828900	15	conserved Plasmodium protein, unknown function
PBANKA_0831000	15	merozoite surface protein 1
PBANKA_0835600	15	cAMP-dependent protein kinase catalytic subunit, putative
PBANKA_0902000	15	dynein light chain, putative
PBANKA_0902400	15	kinesin-X4, putative
PBANKA_0908800	15	conserved Plasmodium protein, unknown function
PBANKA_0911000	15	calcium-binding protein, putative
PBANKA_0911100	15	conserved Plasmodium protein, unknown function
PBANKA_0912400	15	conserved Plasmodium protein, unknown function
PBANKA_0915000	15	apical membrane antigen 1
PBANKA_0920700	15	conserved Plasmodium protein, unknown function
PBANKA_0925400	15	dynein heavy chain, putative
PBANKA_0927700	15	DDRGK domain-containing protein, putative
PBANKA_0934700	15	conserved protein, unknown function
PBANKA_0936800	15	conserved Plasmodium protein, unknown function
PBANKA_0941200	15	tRNA-splicing ligase RtcB, putative
PBANKA_0941400	15	centrin-4
PBANKA_0942300	15	radial spoke head protein, putative
PBANKA_0942400	15	WD repeat-containing protein, putative
PBANKA_1000600	15	erythrocyte membrane antigen 1
PBANKA_1002400	15	dipeptidyl aminopeptidase 3, putative
PBANKA_1002600	15	6-cysteine protein P41, putative
PBANKA_1002900	15	ag-1 blood stage membrane protein homologue
PBANKA_1006100	15	flap endonuclease 1, putative
PBANKA_1026700	15	conserved Plasmodium protein, unknown function
PBANKA_1029400	15	conserved Plasmodium protein, unknown function
PBANKA_1029600	15	conserved Plasmodium protein, unknown function
PBANKA_1030100	15	actin II
PBANKA_1030400	15	conserved Plasmodium protein, unknown function
PBANKA_1030600	15	p1/s1 nuclease, putative
PBANKA_1035700	15	WD repeat-containing protein 65, putative
PBANKA_1037500	15	adenylyl cyclase alpha
PBANKA_1038600	15	conserved Plasmodium protein, unknown function
PBANKA_1038700	15	tetratricopeptide repeat protein, putative
PBANKA_1102900	15	cell division control protein 6, putative
PBANKA_1110300	15	WD repeat-containing protein, putative
PBANKA_1123700	15	conserved Plasmodium protein, unknown function
PBANKA_1123800	15	GAS8-like protein, putative
PBANKA_1129600	15	TPH domain-containing protein, putative
PBANKA_1145400	15	Plasmodium exported protein (PHIST), unknown function
PBANKA_1145800	15	membrane associated histidine-rich protein 1a
PBANKA_1200400	15	PIR protein
PBANKA_1202300	15	dynein attachment factor-domain containing protein, putative
PBANKA_1205300	15	roadblock/LC7 domain-containing protein, putative
PBANKA_1206900	15	tubulin beta chain, putative
PBANKA_1211800	15	conserved Plasmodium protein, unknown function
PBANKA_1228800	15	protein kinase, putative
PBANKA_1230200	15	cdc2-related protein kinase 5
PBANKA_1232200	15	FACT complex subunit SPT16
PBANKA_1241800	15	DNA replication licensing factor MCM3, putative
PBANKA_1302700	15	OST-HTH associated domain protein, putative
PBANKA_1316400	15	U1 snRNP-associated protein, putative
PBANKA_1318900	15	methyltransferase, putative
PBANKA_1326100	15	conserved Plasmodium protein, unknown function
PBANKA_1330000	15	enkurin domain-containing protein, putative
PBANKA_1331600	15	leucine-rich repeat protein
PBANKA_1333100	15	protein MGET, putative
PBANKA_1334400	15	inorganic anion antiporter, putative
PBANKA_1336500	15	CKK domain-containing protein, putative
PBANKA_1340400	15	lactate dehydrogenase, putative
PBANKA_1341400	15	conserved Plasmodium protein, unknown function
PBANKA_1344200	15	conserved Plasmodium protein, unknown function
PBANKA_1349000	15	MSP7-like protein
PBANKA_1349100	15	MSP7-like protein
PBANKA_1349400	15	DNA replication complex GINS protein, putative
PBANKA_1352100	15	SprT-like domain-containing protein, putative
PBANKA_1360600	15	leucine-rich repeat protein
PBANKA_1361500	15	WD repeat-containing protein 16, putative
PBANKA_1402400	15	Sld5 domain-containing protein, putative
PBANKA_1405900	15	conserved Plasmodium protein, unknown function
PBANKA_1409600	15	meiosis-specific nuclear structural protein 1, putative
PBANKA_1418400	15	ATP-dependent Clp protease adapter protein ClpS, putative
PBANKA_1429100	15	conserved Plasmodium protein, unknown function
PBANKA_1431400	15	conserved Plasmodium protein, unknown function
PBANKA_1431500	15	radial spoke head protein 9, putative
PBANKA_1442300	15	conserved Plasmodium protein, unknown function
PBANKA_1449000	15	microgamete surface protein MiGS, putative
PBANKA_1465600	15	PIR protein
PBANKA_1466100	15	PIR protein
PBANKA_0403500	16	elongation factor (EF-TS), putative
PBANKA_0515100	16	conserved Plasmodium protein, unknown function
PBANKA_0516900	16	S-adenosylmethionine decarboxylase/ornithine decarboxylase, putative
PBANKA_0836550	16	PIR protein, pseudogene
PBANKA_1021800	16	mitochondrial import inner membrane translocase subunit TIM8, putative
PBANKA_1027400	16	RNA-binding protein Nova-1, putative
PBANKA_1119941	16	tRNA Leucine
PBANKA_1204000	16	conserved Plasmodium protein, unknown function
PBANKA_1351000	16	1-deoxy-D-xylulose 5-phosphate synthase, putative
PBANKA_1354000	16	RNA lariat debranching enzyme, putative
PBANKA_1402100	16	conserved Plasmodium protein, unknown function
PBANKA_1410500	16	malonyl CoA-acyl carrier protein transacylase, putative
PBANKA_1433300	16	conserved Plasmodium protein, unknown function
PBANKA_1437900	16	conserved Plasmodium protein, unknown function
PBANKA_0300800	17	octaprenyl pyrophosphate synthase, putative
PBANKA_0401000	17	pre-mRNA-splicing factor PRP46, putative
PBANKA_0410800	17	ubiquitin-protein ligase, putative
PBANKA_0607300	17	zinc finger protein, putative
PBANKA_0614900	17	conserved Plasmodium protein, unknown function
PBANKA_0615000	17	transcription initiation factor IIE subunit alpha, putative
PBANKA_0705300	17	SAYSvFN domain-containing protein, putative
PBANKA_0805000	17	RAP protein, putative
PBANKA_0806100	17	CCR4 domain-containing protein 4, putative
PBANKA_0806600	17	cleavage and polyadenylation specificity factor, putative
PBANKA_0811500	17	conserved protein, unknown function
PBANKA_0901800	17	conserved Plasmodium protein, unknown function
PBANKA_0913800	17	DNA-directed RNA polymerase I subunit RPA2, putative
PBANKA_1003100	17	pre-mRNA-processing-splicing factor 8, putative
PBANKA_1014400	17	acid phosphatase, putative
PBANKA_1017100	17	DNA mismatch repair protein MSH2, putative
PBANKA_1021600	17	conserved Plasmodium protein, unknown function
PBANKA_1033200	17	DNA damage-inducible protein 1, putative
PBANKA_1108100	17	guanidine nucleotide exchange factor, putative
PBANKA_1124800	17	conserved Plasmodium protein, unknown function
PBANKA_1126000	17	E3 ubiquitin-protein ligase RNF5, putative
PBANKA_1131800	17	histone-lysine N-methyltransferase, putative
PBANKA_1216900	17	ATP-dependent RNA helicase DDX42, putative
PBANKA_1231100	17	tRNA pseudouridine synthase, putative
PBANKA_1300600	17	bromodomain protein 4, putative
PBANKA_1303000	17	DEAD/DEAH box helicase, putative
PBANKA_1315100	17	transcriptional regulatory protein sir2b
PBANKA_1317300	17	RAP protein, putative
PBANKA_1322500	17	DNA-directed RNA polymerase III subunit RPC5, putative
PBANKA_1327500	17	conserved Plasmodium protein, unknown function
PBANKA_1338800	17	conserved protein, unknown function
PBANKA_1357600	17	conserved Plasmodium protein, unknown function
PBANKA_1405600	17	U3 small nucleolar RNA-associated protein 6, putative
PBANKA_1408000	17	H/ACA ribonucleoprotein complex subunit 1, putative
PBANKA_1414300	17	transcription factor MYB1, putative
PBANKA_1416100	17	conserved Plasmodium protein, unknown function
PBANKA_1422200	17	cation diffusion facilitator family protein, putative
PBANKA_1429300	17	integral membrane protein GPR180, putative
PBANKA_1433400	17	diphthamide biosynthesis protein 3, putative
PBANKA_1454900	17	conserved Plasmodium protein, unknown function
PBANKA_0100600	18	schizont membrane associated cytoadherence protein
PBANKA_0100700	18	Plasmodium exported protein, unknown function
PBANKA_0106200	18	spindle assembly abnormal protein 6
PBANKA_0112500	18	major facilitator superfamily-related transporter, putative
PBANKA_0300300	18	PIR protein
PBANKA_0300500	18	PIR protein, pseudogene
PBANKA_0302800	18	conserved Plasmodium protein, unknown function
PBANKA_0416600	18	replication protein A1, small fragment
PBANKA_0501300	18	DNA polymerase delta catalytic subunit, putative
PBANKA_0517100	18	conserved protein, unknown function
PBANKA_0600051	18	PIR protein
PBANKA_0602000	18	origin recognition complex subunit 1, putative
PBANKA_0708100	18	dynein light chain 1
PBANKA_0804300	18	DNA mismatch repair protein MSH2
PBANKA_0804400	18	conserved Plasmodium protein, unknown function
PBANKA_0806400	18	conserved protein, unknown function
PBANKA_0806900	18	conserved Plasmodium protein, unknown function
PBANKA_0830300	18	CH domain-containing protein, putative
PBANKA_0910800	18	conserved Plasmodium protein, unknown function
PBANKA_0913600	18	conserved Plasmodium protein, unknown function
PBANKA_0925700	18	conserved Plasmodium protein, unknown function
PBANKA_0931200	18	heat shock protein 101
PBANKA_0932900	18	glycerol-3-phosphate dehydrogenase, putative
PBANKA_1005800	18	conserved Plasmodium protein, unknown function
PBANKA_1011400	18	DNA topoisomerase 2, putative
PBANKA_1037900	18	conserved Plasmodium protein, unknown function
PBANKA_1039000	18	radial spoke protein 3, putative
PBANKA_1109600	18	conserved Plasmodium protein, unknown function
PBANKA_1136900	18	E3 SUMO-protein ligase PIAS, putative
PBANKA_1212200	18	conserved Plasmodium protein, unknown function
PBANKA_1212600	18	male gamete fusion factor HAP2
PBANKA_1213200	18	conserved Plasmodium protein, unknown function
PBANKA_1302600	18	DNA primase small subunit, putative
PBANKA_1305300	18	FACT complex subunit SSRP1, putative
PBANKA_1315000	18	E3 SUMO-protein ligase NSE2, putative
PBANKA_1315700	18	rhoptry neck protein 2
PBANKA_1316500	18	conserved Plasmodium protein, unknown function
PBANKA_1321500	18	conserved Plasmodium protein, unknown function
PBANKA_1326200	18	conserved Plasmodium protein, unknown function
PBANKA_1327700	18	conserved Plasmodium protein, unknown function
PBANKA_1328000	18	serine/threonine protein phosphatase UIS2
PBANKA_1329000	18	conserved Plasmodium protein, unknown function
PBANKA_1330900	18	conserved Plasmodium protein, unknown function
PBANKA_1333000	18	conserved Plasmodium protein, unknown function
PBANKA_1343200	18	conserved Plasmodium protein, unknown function
PBANKA_1356300	18	CDT1-like protein, putative
PBANKA_1356400	18	DNA repair protein RAD5, putative
PBANKA_1357500	18	lipoyl synthase
PBANKA_1357800	18	conserved Plasmodium protein, unknown function
PBANKA_1359900	18	WD repeat-containing protein 92, putative
PBANKA_1402600	18	DNA ligase I, putative
PBANKA_1413600	18	serine/threonine protein kinase PK9, putative
PBANKA_1417700	18	conserved Plasmodium protein, unknown function
PBANKA_1420100	18	conserved Plasmodium protein, unknown function
PBANKA_1420700	18	MAATS1 domain-containing protein, putative
PBANKA_1421000	18	calmodulin, putative
PBANKA_1425900	18	conserved protein, unknown function
PBANKA_1428300	18	WD repeat-containing protein, putative
PBANKA_1429400	18	dynein light chain 1, putative
PBANKA_1437100	18	conserved Plasmodium protein, unknown function
PBANKA_0515200	19	MORN repeat-containing protein 1, putative
PBANKA_1008500	19	translocon component PTEX150
PBANKA_1032300	19	CTP synthase, putative
PBANKA_1211600	19	conserved Plasmodium protein, unknown function
PBANKA_1358300	19	conserved Plasmodium protein, unknown function
PBANKA_1408900	19	conserved Plasmodium protein, unknown function
PBANKA_1427200	19	protein phosphatase PPM5
PBANKA_0008201	20	PIR protein
PBANKA_0105400	20	coatomer alpha subunit, putative
PBANKA_0211300	20	cysteine desulfurase IscS, putative
PBANKA_0213400	20	60S ribosomal export protein NMD3, putative
PBANKA_0416300	20	nucleoporin NUP221
PBANKA_0600071	20	conserved rodent malaria protein, unknown function
PBANKA_0801900	20	methyltransferase, putative
PBANKA_0803600	20	importin-7, putative
PBANKA_0831800	20	elongation factor Tu, putative
PBANKA_0910500	20	conserved protein, unknown function
PBANKA_1001500	20	alpha/beta hydrolase, putative
PBANKA_1001800	20	AP2 domain transcription factor AP2-SP2
PBANKA_1017000	20	CorA-like Mg2+ transporter protein, putative
PBANKA_1019380	20	small nucleolar RNA snoR27
PBANKA_1125200	20	CRAL/TRIO domain-containing protein, putative
PBANKA_1140100	20	nucleoporin NUP205
PBANKA_1210100	20	DNA repair protein RAD23, putative
PBANKA_1212900	20	conserved Plasmodium protein, unknown function
PBANKA_1216600	20	cyclic amine resistance locus protein, putative
PBANKA_1317600	20	conserved Plasmodium protein, unknown function
PBANKA_1354351	20	tRNA Arginine
PBANKA_1411500	20	conserved Plasmodium protein, unknown function
PBANKA_1415500	20	U4/U6.U5 tri-snRNP-associated protein 2, putative
PBANKA_1416800	20	conserved Plasmodium protein, unknown function
PBANKA_1435300	20	pre-mRNA-processing factor 17, putative
PBANKA_1445200	20	WD repeat-containing protein, putative
PBANKA_1450800	20	conserved Plasmodium protein, unknown function
PBANKA_API00320	20	probable protein, unknown function
PBANKA_0106000	21	G-protein associated signal transduction protein, putative
PBANKA_0106800	21	conserved Plasmodium protein, unknown function
PBANKA_0110000	21	60S ribosomal protein L39, putative
PBANKA_0311100	21	ribosomal protein L13, mitochondrial, putative
PBANKA_0315000	21	rRNA methyltransferase, putative
PBANKA_0417500	21	60S ribosomal protein L32, putative
PBANKA_0505800	21	deoxyribose-phosphate aldolase, putative
PBANKA_0511600	21	conserved Plasmodium protein, unknown function
PBANKA_0617200	21	40S ribosomal protein S10, putative
PBANKA_0620700	21	conserved Plasmodium protein, unknown function
PBANKA_0622700	21	mago nashi protein homologue, putative
PBANKA_0814200	21	elongation factor 1-beta, putative
PBANKA_0829100	21	conserved Plasmodium protein, unknown function
PBANKA_0831700	21	NifU-like protein, putative
PBANKA_0832400	21	conserved protein, unknown function
PBANKA_0833400	21	apicoplast ribosomal protein S6, putative
PBANKA_1018600	21	60S ribosomal protein L21, putative
PBANKA_1019000	21	conserved Plasmodium protein, unknown function
PBANKA_1220400	21	conserved protein, unknown function
PBANKA_1223200	21	coenzyme Q-binding protein COQ10 homolog, mitochondrial, putative
PBANKA_1223700	21	conserved protein, unknown function
PBANKA_1242600	21	proteasome maturation factor UMP1, putative
PBANKA_1324900	21	U3 small nucleolar ribonucleoprotein protein IMP3, putative
PBANKA_1333500	21	conserved Plasmodium protein, unknown function
PBANKA_1339600	21	PRELI domain-containing protein, putative
PBANKA_1352900	21	ribosomal protein L49, mitochondrial, putative
PBANKA_1420000	21	GPCR-like receptor SR25, putative
PBANKA_1421300	21	phosphoglycolate phosphatase
PBANKA_1452300	21	conserved protein, unknown function
PBANKA_1460200	21	conserved protein, unknown function
PBANKA_0208900	22	StAR-related lipid transfer protein, putative
PBANKA_0210800	22	conserved Plasmodium protein, unknown function
PBANKA_0210900	22	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative
PBANKA_0308800	22	GDP-fructose:GMP antiporter, putative
PBANKA_0310500	22	conserved Plasmodium protein, unknown function
PBANKA_0313900	22	conserved Plasmodium protein, unknown function
PBANKA_0402100	22	spindle pole body protein, putative
PBANKA_0407900	22	YTH domain-containing protein 2, putative
PBANKA_0413000	22	conserved Plasmodium protein, unknown function
PBANKA_0504800	22	conserved Plasmodium protein, unknown function
PBANKA_0505400	22	conserved Plasmodium protein, unknown function
PBANKA_0507700	22	conserved Plasmodium protein, unknown function
PBANKA_0522100	22	conserved Plasmodium protein, unknown function
PBANKA_0711000	22	conserved Plasmodium protein, unknown function
PBANKA_0808600	22	conserved Plasmodium protein, unknown function
PBANKA_0809000	22	translation initiation factor SUI1, putative
PBANKA_0813700	22	conserved Plasmodium protein, unknown function
PBANKA_0822900	22	dynein intermediate chain, putative
PBANKA_0829500	22	conserved Plasmodium protein, unknown function
PBANKA_0837101	22	PIR protein
PBANKA_0905500	22	conserved Plasmodium protein, unknown function
PBANKA_0935400	22	ubiquinone biosynthesis protein COQ4, putative
PBANKA_0939900	22	U6 snRNA-associated Sm-like protein LSm4, putative
PBANKA_1012700	22	conserved Plasmodium protein, unknown function
PBANKA_1024371	22	tRNA Proline
PBANKA_1029500	22	conserved Plasmodium protein, unknown function
PBANKA_1040521	22	fam-b protein
PBANKA_1104900	22	UDP-N-acetylglucosamine transporter, putative
PBANKA_1118000	22	heptatricopeptide repeat-containing protein, putative
PBANKA_1119800	22	conserved Plasmodium protein, unknown function
PBANKA_1145721	22	tRNA Arginine
PBANKA_1145741	22	tRNA Arginine
PBANKA_1203100	22	ADP/ATP carrier protein, putative
PBANKA_1208800	22	MORN repeat protein, putative
PBANKA_1223400	22	conserved Plasmodium protein, unknown function
PBANKA_1224700	22	AAA family ATPase, putative
PBANKA_1226470	22	C/D small nucleolar RNA
PBANKA_1239300	22	conserved Plasmodium protein, unknown function
PBANKA_1331000	22	conserved Plasmodium protein, unknown function
PBANKA_1342800	22	nicotinamide/nicotinic acid mononucleotide adenylyltransferase, putative
PBANKA_1344800	22	conserved Plasmodium protein, unknown function
PBANKA_1409500	22	protein ISD11, putative
PBANKA_1413100	22	lipoate-protein ligase 1
PBANKA_1452400	22	ubiquitin-like modifier HUB1, putative
PBANKA_0008101	23	fam-a protein
PBANKA_0215900	23	PIR protein, pseudogene
PBANKA_0306700	23	transporter, putative
PBANKA_0317121	23	fam-a protein, pseudogene
PBANKA_0405900	23	conserved Plasmodium protein, unknown function
PBANKA_0511100	23	conserved Plasmodium protein, unknown function
PBANKA_0520300	23	conserved Plasmodium protein, unknown function
PBANKA_0601000	23	ATP-dependent DNA/RNA helicase PSH2, putative
PBANKA_0703000	23	magnesium transporter, putative
PBANKA_0813100	23	conserved Plasmodium protein, unknown function
PBANKA_0916500	23	conserved Plasmodium protein, unknown function
PBANKA_0919500	23	GPI-anchor transamidase, putative
PBANKA_0938050	23	small nucleolar RNA snoR07
PBANKA_0943300	23	actin-like protein, putative
PBANKA_1040581	23	PIR protein
PBANKA_1129200	23	conserved Plasmodium protein, unknown function
PBANKA_1209700	23	protein ARV1, putative
PBANKA_1230700	23	protein phosphatase, putative
PBANKA_1238600	23	divalent metal transporter, putative
PBANKA_1325800	23	conserved Plasmodium protein, unknown function
PBANKA_1410400	23	V-type proton ATPase catalytic subunit A, putative
